DATE RECORDED,Playlist Position,album.artists,album.name,duration_ms,id,name,popularity,uri
2021-10-10 23:45:12,49,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1""},""href"":""https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1"",""id"":""5SXuuuRpukkTvsLuUknva1"",""name"":""Baby Keem"",""type"":""artist"",""uri"":""spotify:artist:5SXuuuRpukkTvsLuUknva1""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg""},""href"":""https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg"",""id"":""2YZyLoL8N0Wb9xBt1NhZWg"",""name"":""Kendrick Lamar"",""type"":""artist"",""uri"":""spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg""}]",family ties (with Kendrick Lamar),252069,7Bpx2vsWfQFBACRz4h3IqH,family ties (with Kendrick Lamar),87,spotify:track:7Bpx2vsWfQFBACRz4h3IqH
2021-10-10 23:45:12,50,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/62YF0FglEltB3CnVIjoko8""},""href"":""https://api.spotify.com/v1/artists/62YF0FglEltB3CnVIjoko8"",""id"":""62YF0FglEltB3CnVIjoko8"",""name"":""Ingratax"",""type"":""artist"",""uri"":""spotify:artist:62YF0FglEltB3CnVIjoko8""}]",París,151428,4bF2y8rR7GUjrd5LNEvej3,París,90,spotify:track:4bF2y8rR7GUjrd5LNEvej3
2021-10-14 21:06:32,1,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY""},""href"":""https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY"",""id"":""4dpARuHxo51G3z768sgnrY"",""name"":""Adele"",""type"":""artist"",""uri"":""spotify:artist:4dpARuHxo51G3z768sgnrY""}]",Easy On Me,224694,0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,0,spotify:track:0gplL1WMoJ6iYaPgMCL0gX
2021-10-14 21:06:32,2,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V""},""href"":""https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V"",""id"":""6eUKZXaKkcviH0Ku9w2n3V"",""name"":""Ed Sheeran"",""type"":""artist"",""uri"":""spotify:artist:6eUKZXaKkcviH0Ku9w2n3V""}]",Shivers,207853,6bQfNiqyCX7UaQSvVVGo4I,Shivers,77,spotify:track:6bQfNiqyCX7UaQSvVVGo4I
2021-10-14 21:06:32,3,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J""},""href"":""https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J"",""id"":""2tIP7SsRs7vjIcLrU85W8J"",""name"":""The Kid LAROI"",""type"":""artist"",""uri"":""spotify:artist:2tIP7SsRs7vjIcLrU85W8J""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s""},""href"":""https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s"",""id"":""1uNFoZAHBGtllmzznpCI3s"",""name"":""Justin Bieber"",""type"":""artist"",""uri"":""spotify:artist:1uNFoZAHBGtllmzznpCI3s""}]",STAY (with Justin Bieber),141805,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),100,spotify:track:5HCyWlXZPP0y6Gqq8TgA20
2021-10-14 21:06:32,4,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU""},""href"":""https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU"",""id"":""4gzpq5DPGxSnKTe4SA8HAU"",""name"":""Coldplay"",""type"":""artist"",""uri"":""spotify:artist:4gzpq5DPGxSnKTe4SA8HAU""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX""},""href"":""https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX"",""id"":""3Nrfpe0tUJi4K4DXYWgMUX"",""name"":""BTS"",""type"":""artist"",""uri"":""spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX""}]",My Universe,228000,3FeVmId7tL5YN8B7R3imoM,My Universe,94,spotify:track:3FeVmId7tL5YN8B7R3imoM
2021-10-14 21:06:33,5,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5""},""href"":""https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5"",""id"":""5cj0lLjcoR7YOSnhnX0Po5"",""name"":""Doja Cat"",""type"":""artist"",""uri"":""spotify:artist:5cj0lLjcoR7YOSnhnX0Po5""}]",Planet Her,172626,6Uj1ctrBOjOas8xZXGqKk4,Woman,96,spotify:track:6Uj1ctrBOjOas8xZXGqKk4
2021-10-14 21:06:33,6,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq""},""href"":""https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq"",""id"":""7jVv8c5Fj3E9VhNjxT4snq"",""name"":""Lil Nas X"",""type"":""artist"",""uri"":""spotify:artist:7jVv8c5Fj3E9VhNjxT4snq""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ""},""href"":""https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ"",""id"":""2LIk90788K0zvyj2JJVwkJ"",""name"":""Jack Harlow"",""type"":""artist"",""uri"":""spotify:artist:2LIk90788K0zvyj2JJVwkJ""}]",INDUSTRY BABY (feat. Jack Harlow),212000,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),98,spotify:track:27NovPIUIRrOZoCHxABJwK
2021-10-14 21:06:33,7,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq""},""href"":""https://api.spotify.com/v1/artists/4yvcSjfu4PC0CYQyLy4wSq"",""id"":""4yvcSjfu4PC0CYQyLy4wSq"",""name"":""Glass Animals"",""type"":""artist"",""uri"":""spotify:artist:4yvcSjfu4PC0CYQyLy4wSq""}]",Dreamland,238805,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,88,spotify:track:3USxtqRwSYz57Ewm6wWRMp
2021-10-14 21:06:33,8,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V""},""href"":""https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V"",""id"":""6eUKZXaKkcviH0Ku9w2n3V"",""name"":""Ed Sheeran"",""type"":""artist"",""uri"":""spotify:artist:6eUKZXaKkcviH0Ku9w2n3V""}]",Bad Habits,231041,6PQ88X9TkUIAUIZJHW2upE,Bad Habits,97,spotify:track:6PQ88X9TkUIAUIZJHW2upE
2021-10-14 21:06:33,9,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr""},""href"":""https://api.spotify.com/v1/artists/0lAWpj5szCSwM4rUMHYmrr"",""id"":""0lAWpj5szCSwM4rUMHYmrr"",""name"":""Måneskin"",""type"":""artist"",""uri"":""spotify:artist:0lAWpj5szCSwM4rUMHYmrr""}]",Chosen,211560,3Wrjm47oTz2sjIgck11l5e,"Beggin'",96,spotify:track:3Wrjm47oTz2sjIgck11l5e
2021-10-14 21:06:33,10,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq""},""href"":""https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq"",""id"":""7jVv8c5Fj3E9VhNjxT4snq"",""name"":""Lil Nas X"",""type"":""artist"",""uri"":""spotify:artist:7jVv8c5Fj3E9VhNjxT4snq""}]",MONTERO,143901,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,94,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO
2021-10-14 21:06:33,11,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/048LktY5zMnakWq7PTtFrz""},""href"":""https://api.spotify.com/v1/artists/048LktY5zMnakWq7PTtFrz"",""id"":""048LktY5zMnakWq7PTtFrz"",""name"":""CKay"",""type"":""artist"",""uri"":""spotify:artist:048LktY5zMnakWq7PTtFrz""}]",CKay The First,145800,2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),93,spotify:track:2Xr1dTzJee307rmrkt8c0g
2021-10-14 21:06:33,12,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b""},""href"":""https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b"",""id"":""3PhoLpVuITZKcymswpck5b"",""name"":""Elton John"",""type"":""artist"",""uri"":""spotify:artist:3PhoLpVuITZKcymswpck5b""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""},""href"":""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"",""id"":""6M2wZ9GZgrQXHCFfjv46we"",""name"":""Dua Lipa"",""type"":""artist"",""uri"":""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u""},""href"":""https://api.spotify.com/v1/artists/6n28c9qs9hNGriNa72b26u"",""id"":""6n28c9qs9hNGriNa72b26u"",""name"":""PNAU"",""type"":""artist"",""uri"":""spotify:artist:6n28c9qs9hNGriNa72b26u""}]",Cold Heart (PNAU Remix),202735,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,94,spotify:track:6zSpb8dQRaw0M1dK8PBwQz
2021-10-14 21:06:34,13,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG""},""href"":""https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG"",""id"":""1McMsnEElThX1knmY4oliG"",""name"":""Olivia Rodrigo"",""type"":""artist"",""uri"":""spotify:artist:1McMsnEElThX1knmY4oliG""}]",good 4 u,178147,6PERP62TejQjgHu81OHxgM,good 4 u,57,spotify:track:6PERP62TejQjgHu81OHxgM
2021-10-14 21:06:34,14,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH""},""href"":""https://api.spotify.com/v1/artists/6qqNVTkY8uBg9cP3Jd7DAH"",""id"":""6qqNVTkY8uBg9cP3Jd7DAH"",""name"":""Billie Eilish"",""type"":""artist"",""uri"":""spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH""}]",Happier Than Ever (Edit),151444,32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,85,spotify:track:32BeYxKPrig1LefHsC0Xuo
2021-10-14 21:06:34,15,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5""},""href"":""https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5"",""id"":""5cj0lLjcoR7YOSnhnX0Po5"",""name"":""Doja Cat"",""type"":""artist"",""uri"":""spotify:artist:5cj0lLjcoR7YOSnhnX0Po5""}]",Planet Her,210560,3Vi5XqYrmQgOYBajMWSvCi,Need To Know,94,spotify:track:3Vi5XqYrmQgOYBajMWSvCi
2021-10-14 21:06:34,16,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO""},""href"":""https://api.spotify.com/v1/artists/329e4yvIujISKGKz1BZZbO"",""id"":""329e4yvIujISKGKz1BZZbO"",""name"":""Farruko"",""type"":""artist"",""uri"":""spotify:artist:329e4yvIujISKGKz1BZZbO""}]",Pepas,287120,5fwSHlTEWpluwOM0Sxnh5k,Pepas,96,spotify:track:5fwSHlTEWpluwOM0Sxnh5k
2021-10-14 21:06:34,17,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq""},""href"":""https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq"",""id"":""7jVv8c5Fj3E9VhNjxT4snq"",""name"":""Lil Nas X"",""type"":""artist"",""uri"":""spotify:artist:7jVv8c5Fj3E9VhNjxT4snq""}]",MONTERO (Call Me By Your Name),137875,3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),33,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb
2021-10-14 21:06:34,18,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr""},""href"":""https://api.spotify.com/v1/artists/0lAWpj5szCSwM4rUMHYmrr"",""id"":""0lAWpj5szCSwM4rUMHYmrr"",""name"":""Måneskin"",""type"":""artist"",""uri"":""spotify:artist:0lAWpj5szCSwM4rUMHYmrr""}]",MAMMAMIA,186809,78SCmQ8A7KQSMdkem2SwBP,MAMMAMIA,79,spotify:track:78SCmQ8A7KQSMdkem2SwBP
2021-10-14 21:06:34,19,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ""},""href"":""https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ"",""id"":""1Xyo4u8uXC1ZmMpatF05PJ"",""name"":""The Weeknd"",""type"":""artist"",""uri"":""spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ""}]",Take My Breath,220196,6OGogr19zPTM4BALXuMQpF,Take My Breath,89,spotify:track:6OGogr19zPTM4BALXuMQpF
2021-10-14 21:06:34,20,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z""},""href"":""https://api.spotify.com/v1/artists/2o5jDhtHVPhrJdv3cEQ99Z"",""id"":""2o5jDhtHVPhrJdv3cEQ99Z"",""name"":""Tiësto"",""type"":""artist"",""uri"":""spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla""},""href"":""https://api.spotify.com/v1/artists/790FomKkXshlbRYZFtlgla"",""id"":""790FomKkXshlbRYZFtlgla"",""name"":""KAROL G"",""type"":""artist"",""uri"":""spotify:artist:790FomKkXshlbRYZFtlgla""}]","Don't Be Shy",140500,0bI7K9Becu2dtXK1Q3cZNB,"Don't Be Shy",90,spotify:track:0bI7K9Becu2dtXK1Q3cZNB
2021-10-14 21:06:35,21,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4""},""href"":""https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4"",""id"":""3TVXtAsR1Inumwj472S9r4"",""name"":""Drake"",""type"":""artist"",""uri"":""spotify:artist:3TVXtAsR1Inumwj472S9r4""}]",Certified Lover Boy,257604,0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),93,spotify:track:0k1WUmIRnG3xU6fvvDVfRG
2021-10-14 21:06:35,22,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0GM7qgcRCORpGnfcN2tCiB""},""href"":""https://api.spotify.com/v1/artists/0GM7qgcRCORpGnfcN2tCiB"",""id"":""0GM7qgcRCORpGnfcN2tCiB"",""name"":""Tainy"",""type"":""artist"",""uri"":""spotify:artist:0GM7qgcRCORpGnfcN2tCiB""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X""},""href"":""https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X"",""id"":""4q3ewBCX7sLwd24euuV69X"",""name"":""Bad Bunny"",""type"":""artist"",""uri"":""spotify:artist:4q3ewBCX7sLwd24euuV69X""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm""},""href"":""https://api.spotify.com/v1/artists/2QWIScpFDNxmS6ZEMIUvgm"",""id"":""2QWIScpFDNxmS6ZEMIUvgm"",""name"":""Julieta Venegas"",""type"":""artist"",""uri"":""spotify:artist:2QWIScpFDNxmS6ZEMIUvgm""}]",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),207301,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),87,spotify:track:4gzsuuZypVbxs0Af1LSZyB
2021-10-14 21:06:35,23,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5""},""href"":""https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5"",""id"":""5cj0lLjcoR7YOSnhnX0Po5"",""name"":""Doja Cat"",""type"":""artist"",""uri"":""spotify:artist:5cj0lLjcoR7YOSnhnX0Po5""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP""},""href"":""https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP"",""id"":""7tYKF4w9nC0nq9CsPZTHyP"",""name"":""SZA"",""type"":""artist"",""uri"":""spotify:artist:7tYKF4w9nC0nq9CsPZTHyP""}]",Kiss Me More (feat. SZA),208866,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),91,spotify:track:748mdHapucXQri7IAO8yFK
2021-10-14 21:06:35,24,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we""},""href"":""https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we"",""id"":""6M2wZ9GZgrQXHCFfjv46we"",""name"":""Dua Lipa"",""type"":""artist"",""uri"":""spotify:artist:6M2wZ9GZgrQXHCFfjv46we""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk""},""href"":""https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk"",""id"":""4r63FhuTkUYltbVAg5TQnk"",""name"":""DaBaby"",""type"":""artist"",""uri"":""spotify:artist:4r63FhuTkUYltbVAg5TQnk""}]",Levitating (feat. DaBaby),203064,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),86,spotify:track:463CkQjx2Zk1yXoBuierM9
2021-10-14 21:06:35,25,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6DgP9otnZw5z6daOntINxp""},""href"":""https://api.spotify.com/v1/artists/6DgP9otnZw5z6daOntINxp"",""id"":""6DgP9otnZw5z6daOntINxp"",""name"":""Joel Corry"",""type"":""artist"",""uri"":""spotify:artist:6DgP9otnZw5z6daOntINxp""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4Q6nIcaBED8qUel8bBx6Cr""},""href"":""https://api.spotify.com/v1/artists/4Q6nIcaBED8qUel8bBx6Cr"",""id"":""4Q6nIcaBED8qUel8bBx6Cr"",""name"":""Jax Jones"",""type"":""artist"",""uri"":""spotify:artist:4Q6nIcaBED8qUel8bBx6Cr""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5""},""href"":""https://api.spotify.com/v1/artists/25uiPmTg16RbhZWAqwLBy5"",""id"":""25uiPmTg16RbhZWAqwLBy5"",""name"":""Charli XCX"",""type"":""artist"",""uri"":""spotify:artist:25uiPmTg16RbhZWAqwLBy5""}]",OUT OUT (feat. Charli XCX & Saweetie),162603,6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),89,spotify:track:6Dy1jexKYriXAVG6evyUTJ
2021-10-14 21:06:35,26,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe""},""href"":""https://api.spotify.com/v1/artists/6TLwD7HPWuiOzvXEa3oCNe"",""id"":""6TLwD7HPWuiOzvXEa3oCNe"",""name"":""Oliver Tree"",""type"":""artist"",""uri"":""spotify:artist:6TLwD7HPWuiOzvXEa3oCNe""}]","Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",161803,0eu4C55hL6x29mmeAjytzC,Life Goes On,93,spotify:track:0eu4C55hL6x29mmeAjytzC
2021-10-14 21:06:35,27,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/64H8UqGLbJFHwKtGxiV8OP""},""href"":""https://api.spotify.com/v1/artists/64H8UqGLbJFHwKtGxiV8OP"",""id"":""64H8UqGLbJFHwKtGxiV8OP"",""name"":""THE ANXIETY"",""type"":""artist"",""uri"":""spotify:artist:64H8UqGLbJFHwKtGxiV8OP""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3rWZHrfrsPBxVy692yAIxF""},""href"":""https://api.spotify.com/v1/artists/3rWZHrfrsPBxVy692yAIxF"",""id"":""3rWZHrfrsPBxVy692yAIxF"",""name"":""WILLOW"",""type"":""artist"",""uri"":""spotify:artist:3rWZHrfrsPBxVy692yAIxF""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1xoxekeb8jUVHKJB7m6bfg""},""href"":""https://api.spotify.com/v1/artists/1xoxekeb8jUVHKJB7m6bfg"",""id"":""1xoxekeb8jUVHKJB7m6bfg"",""name"":""Tyler Cole"",""type"":""artist"",""uri"":""spotify:artist:1xoxekeb8jUVHKJB7m6bfg""}]",THE ANXIETY,162680,07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,90,spotify:track:07MDkzWARZaLEdKxo6yArG
2021-10-14 21:06:36,28,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s""},""href"":""https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s"",""id"":""1uNFoZAHBGtllmzznpCI3s"",""name"":""Justin Bieber"",""type"":""artist"",""uri"":""spotify:artist:1uNFoZAHBGtllmzznpCI3s""}]",Justice,153190,5dPz35akJjPqb17yeqNwqH,Ghost,72,spotify:track:5dPz35akJjPqb17yeqNwqH
2021-10-14 21:06:36,29,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF""},""href"":""https://api.spotify.com/v1/artists/4nDoRrQiYLoBzwC5BhVJzF"",""id"":""4nDoRrQiYLoBzwC5BhVJzF"",""name"":""Camila Cabello"",""type"":""artist"",""uri"":""spotify:artist:4nDoRrQiYLoBzwC5BhVJzF""}]","Don't Go Yet",164842,1058fW9H3fZA6QjYCdOBad,"Don't Go Yet",89,spotify:track:1058fW9H3fZA6QjYCdOBad
2021-10-14 21:06:36,30,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7""},""href"":""https://api.spotify.com/v1/artists/7f5Zgnp2spUuuzKplmRkt7"",""id"":""7f5Zgnp2spUuuzKplmRkt7"",""name"":""Lost Frequencies"",""type"":""artist"",""uri"":""spotify:artist:7f5Zgnp2spUuuzKplmRkt7""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6ydoSd3N2mwgwBHtF6K7eX""},""href"":""https://api.spotify.com/v1/artists/6ydoSd3N2mwgwBHtF6K7eX"",""id"":""6ydoSd3N2mwgwBHtF6K7eX"",""name"":""Calum Scott"",""type"":""artist"",""uri"":""spotify:artist:6ydoSd3N2mwgwBHtF6K7eX""}]",Where Are You Now,148197,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,89,spotify:track:3uUuGVFu1V7jTQL60S1r8z
2021-10-14 21:06:36,31,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5L1lO4eRHmJ7a0Q6csE5cT""},""href"":""https://api.spotify.com/v1/artists/5L1lO4eRHmJ7a0Q6csE5cT"",""id"":""5L1lO4eRHmJ7a0Q6csE5cT"",""name"":""LISA"",""type"":""artist"",""uri"":""spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT""}]",LALISA,168227,7hU3IHwjX150XLoTVmjD0q,MONEY,88,spotify:track:7hU3IHwjX150XLoTVmjD0q
2021-10-14 21:06:36,32,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz""},""href"":""https://api.spotify.com/v1/artists/41X1TR6hrK8Q2ZCpp2EqCz"",""id"":""41X1TR6hrK8Q2ZCpp2EqCz"",""name"":""bbno$"",""type"":""artist"",""uri"":""spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2IDLDx25HU1nQMKde4n61a""},""href"":""https://api.spotify.com/v1/artists/2IDLDx25HU1nQMKde4n61a"",""id"":""2IDLDx25HU1nQMKde4n61a"",""name"":""Rich Brian"",""type"":""artist"",""uri"":""spotify:artist:2IDLDx25HU1nQMKde4n61a""}]",edamame (feat. Rich Brian),133706,1uMHCAyGmHqyygoNRuo7MV,edamame (feat. Rich Brian),87,spotify:track:1uMHCAyGmHqyygoNRuo7MV
2021-10-14 21:06:36,33,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1FtBEIWAwvw5ymBen5GICR""},""href"":""https://api.spotify.com/v1/artists/1FtBEIWAwvw5ymBen5GICR"",""id"":""1FtBEIWAwvw5ymBen5GICR"",""name"":""Chlöe"",""type"":""artist"",""uri"":""spotify:artist:1FtBEIWAwvw5ymBen5GICR""}]",Have Mercy,148778,5SixeLvPsYpk7qq9lo5xYg,Have Mercy,85,spotify:track:5SixeLvPsYpk7qq9lo5xYg
2021-10-14 21:06:36,34,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4utLUGcTvOJFr6aqIJtYWV""},""href"":""https://api.spotify.com/v1/artists/4utLUGcTvOJFr6aqIJtYWV"",""id"":""4utLUGcTvOJFr6aqIJtYWV"",""name"":""Skylar Grey"",""type"":""artist"",""uri"":""spotify:artist:4utLUGcTvOJFr6aqIJtYWV""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49""},""href"":""https://api.spotify.com/v1/artists/6AgTAQt8XS6jRWi4sX7w49"",""id"":""6AgTAQt8XS6jRWi4sX7w49"",""name"":""Polo G"",""type"":""artist"",""uri"":""spotify:artist:6AgTAQt8XS6jRWi4sX7w49""},{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR""},""href"":""https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR"",""id"":""7dGJo4pcD2V6oG8kP0tJRR"",""name"":""Eminem"",""type"":""artist"",""uri"":""spotify:artist:7dGJo4pcD2V6oG8kP0tJRR""}]","Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",257368,5W8HXMOMLtXLz0RGKUtnlZ,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",82,spotify:track:5W8HXMOMLtXLz0RGKUtnlZ
2021-10-14 21:06:36,35,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x""},""href"":""https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x"",""id"":""5K4W6rqBFWDnAN6FQUkS6x"",""name"":""Kanye West"",""type"":""artist"",""uri"":""spotify:artist:5K4W6rqBFWDnAN6FQUkS6x""}]",Donda,243187,0RbW8kWozrVSIGb4V13o0o,Hurricane,89,spotify:track:0RbW8kWozrVSIGb4V13o0o
